00935	101919427	San Juan		locality	1
00936	101919427	San Juan		locality	5
00936-8344	101919427	San Juan		locality	2
00939-4708	101919427	San Juan		locality	1
00949	101919067	Toa Baja		locality	14
00953	101918923	Toa Alta		locality	1
00954	1125968257	Toa Alta		locality	1
00956	101919125	Bayamón		locality	8
00957	101919125	Bayamón		locality	4
00958	101919125	Bayamón		locality	1
00959	101919125	Bayamón		locality	3
00959	1125804903	Bayamón		locality	3
00960	1125804903	Bayamón		locality	2
00961	1125804903	Bayamón		locality	2
00962	101918955	Cataño		locality	6
00962	1126004955	Vega Alta		locality	2
00962	101919067	Toa Baja		locality	1
00965	101919293	Guaynabo		locality	3
00966	101919293	Guaynabo		locality	5
00968	101919293	Guaynabo		locality	6
00969	1126046827	Guaynabo		locality	17
00970	1126046827	Guaynabo		locality	2
00976	101918965	Trujillo Alto		locality	20
00979	101919197	Carolina		locality	15
00979	1125994789	Cangrejo Arriba		locality	1
00982	101919197	Carolina		locality	3
00983	101919197	Carolina		locality	4
00984	101919197	Carolina		locality	1
00985	101919197	Carolina		locality	4
00987	1125968163	Carolina		locality	6
009010	101919427	San Juan		locality	1
