643000	102026875	Zigong		locality	5
646000	102027337	Luzhou		locality	2
646200	102027337	Luzhou		locality	25
650000	102027417	Kunming		locality	4
650011	102027417	Kunming		locality	1
650022	102027417	Kunming		locality	1
650031	102027417	Kunming		locality	2
650032	102027417	Kunming		locality	1
650034	102027417	Kunming		locality	1
650051	102027417	Kunming		locality	1
650300	102027385	Anning		locality	1
650600	102027417	Kunming		locality	1
652500	1276281217	Fenglu		locality	1
666100	102026931	Jinghong		locality	2
671000	1125855067	Dali		locality	1
671003	1125855067	Dali		locality	3
671004	102027671	Dali		locality	1
671009	102027671	Dali		locality	1
671302	102027835	Shaxi		locality	3
674100	102027655	Lijiang		locality	1
674402	102028109	Shangri-La		locality	1
674499	890516347	Zhongdian		locality	1
710000	102027041	Hsi-an		locality	6838
710000	890515555	Xi'an		locality	248
710000	102027031	Xianyang		locality	14
710000	1293446663	Weiyang		locality	1
710001	890516433	Xi'an		locality	1
710003	890516433	Xi'an		locality	1
710004	890515555	Xi'an		locality	2
710016	890516433	Xi'an		locality	3
710018	890516433	Xi'an		locality	3
710021	890516433	Xi'an		locality	1
710021	890515555	Xi'an		locality	1
710054	102027041	Hsi-an		locality	2
710065	102027041	Hsi-an		locality	4
710068	102027041	Hsi-an		locality	1
710072	890516433	Xi'an		locality	5
710072	102027041	Hsi-an		locality	1
710075	102027041	Hsi-an		locality	1
710077	890515555	Xi'an		locality	3
710089	890515555	Xi'an		locality	1
710126	102027041	Hsi-an		locality	1
710200	890515555	Xi'an		locality	2
710300	102027041	Hsi-an		locality	3
712000	102027031	Xianyang		locality	2
712000	1310060495	Xianyangshi		locality	1
713100	102027031	Xianyang		locality	1
713812	102027031	Xianyang		locality	147
715603	890514491	Weinan		locality	7
715603	1344213987	Baishui		locality	1
716200	102028049	Yan'an		locality	1
721300	1310261657	Baojishi		locality	1
722300	1310261657	Baojishi		locality	1
723000	102027567	Hanzhong		locality	67
725100	1125783561	Ankang		locality	1
727031	102028019	Tongchuan		locality	4
730000	102027397	Lanzhou		locality	61
730010	102027397	Lanzhou		locality	6
730020	102027397	Lanzhou		locality	4
730021	102027397	Lanzhou		locality	1
730030	102027397	Lanzhou		locality	47
730046	102027397	Lanzhou		locality	8
730047	102027397	Lanzhou		locality	1
730050	102027397	Lanzhou		locality	28
730058	102027397	Lanzhou		locality	1
730059	102027397	Lanzhou		locality	1
730060	102027397	Lanzhou		locality	9
730070	102027397	Lanzhou		locality	15
730079	102027397	Lanzhou		locality	3
730087	102027397	Lanzhou		locality	1
730090	102027397	Lanzhou		locality	1
730097	102027397	Lanzhou		locality	2
730299	102027397	Lanzhou		locality	1
730300	102027397	Lanzhou		locality	1
730616	1344040079	Wulan		locality	1
730912	890514581	Baiyin		locality	1
731500	1243154501	Fucheng		locality	12
731600	1260362459	Liujiaxia		locality	3
733000	1141909217	Wuwei		locality	3
733306	1141909217	Wuwei		locality	1
734000	1125783543	Zhangye		locality	1
735100	102026811	Jiayuguan		locality	1
737100	890516779	Jinchang		locality	1
741000	102027103	Tianshui City		locality	6
741018	1326900545	Tianshui		locality	2
741020	1326900545	Tianshui		locality	4
741024	1326900545	Tianshui		locality	1
742300	1310178305	Huixian Chengguanzhen		locality	1
743000	1360267809	Dingxi		locality	1
748300	1360267809	Dingxi		locality	1
748400	1360267809	Dingxi		locality	2
750000	102026957	Yinchuan		locality	1
750001	102026957	Yinchuan		locality	2
750021	102026957	Yinchuan		locality	1
810000	102027001	Xining		locality	13
810001	102027001	Xining		locality	1
810008	102027001	Xining		locality	1
830000	102026823	Urumqi		locality	2
830013	102026823	Urumqi		locality	2
830017	102026823	Urumqi		locality	1
830026	102026823	Urumqi		locality	3
830046	102026823	Urumqi		locality	1
831100	1126011319	昌吉		locality	1
832000	102028067	Shihezi		locality	4
832003	102028067	Shihezi		locality	7
833211	1343733643	Kuytun		locality	1
838000	890514681	Turfan		locality	1
841000	102026827	Korla		locality	1
844900	1209300479	Kargilik		locality	1
848000	102026813	Hotan		locality	1
850000	102026807	Lhasa		locality	2
860218	102026801	Nyingchi		locality	1
999078	1242989311	Taipa		locality	5
999078	1125927021	Macao		locality	1
2000080	102027181	Shanghai		locality	1
2000085	1126050279	Shanghai		locality	1
2100008	102027291	Nanjing		locality	1
6370000	102027293	Nanchong		locality	1
7100000	102027041	Hsi-an		locality	2
45190000	102026971	Yangshuo		locality	1
