96910,101734549,Hagåtña,
96913,101734663,Barrigada,
96915,101734583,Santa Rita,
96916,101734573,Merizo,
96917,1126028107,Inarajan,
96921,101734663,Barrigada,
96928,101734647,Agat,
96929,890449853,Yigo,
96932,101734549,Hagåtña,
