02333,1125996131,East Bridgewater,
02338,1126026867,Halifax,
02339,1125765125,Hanover,
02341,85950449,Hanson,
02343,85950827,Holbrook,
02346,1125829919,Middleborough,
02347,1125965827,Lakeville,
02351,85950439,Abington,
02356,1125871987,North Easton,
02357,1125871987,North Easton,
02359,85950471,North Pembroke,
02360,85950483,Plymouth,
02364,85950455,Kingston,
02366,1125853755,South Carver,
02367,1125765231,Plympton,
02368,85950841,Randolph,
02370,1125832607,Rockland,
02375,1125962453,South Easton,
02379,1126046477,West Bridgewater,
02382,1126040339,Whitman,
02420,85950637,Lexington,
02421,85950637,Lexington,
02445,85950817,Brookline,
02446,85950817,Brookline,
02451,85950337,Waltham,
02452,85950337,Waltham,
02453,85950337,Waltham,
02457,1125956603,Babson Park,
02458,85950341,Newton,
02459,1125769285,Newton Center,
02460,1125808863,Newtonville,
02461,1125870091,Newton Highlands,
02462,1125798357,Newton Lower Falls,
02464,1126051503,Newton Upper Falls,
02465,1125943667,West Newton,
02466,1125946651,Auburndale,
02468,1125979609,Waban,
02472,85950335,Watertown Town,
02474,85950613,Arlington,
02476,85950613,Arlington,
02478,85950617,Belmont,
02481,1125900779,Wellesley HIlls,
02482,85950847,Wellesley,
02492,85950835,Needham,
02493,1125889635,Weston,
02494,1125843149,Needham Heights,
02532,85950533,Buzzards Bay,
02534,1126046575,Cataumet,
02535,1125863947,Chilmark,
02536,85950545,East Falmouth,
02537,85950551,East Sandwich,
02538,1125829169,East Wareham,
02539,1125970131,Edgartown,
02540,85950553,Falmouth,
02542,85950533,Buzzards Bay,
02543,85950525,Woods Hole,
02553,85950565,Monument Beach,
02554,85950503,Nantucket,
02556,85950573,North Falmouth,
02557,1126045253,Oak Bluffs,
02558,85950481,Onset,
02559,85950579,Pocasset,
02561,85950589,Sagamore,
02562,1125983785,Sagamore Beach,
02563,85950591,Sandwich,
02564,85950507,Siasconset,
02568,85950437,Vineyard Haven,
02575,1126046505,West Tisbury,
02576,85950491,West Wareham,
02584,85950503,Nantucket,
02601,1125847947,Hyannis,
02630,85950321,Barnstable Town,
02631,85950529,Brewster,
02632,1126044451,Centerville,
02633,85950537,Chatham,
02635,1125828053,Cotuit,
02637,1125779929,Cummaquid,
02638,85950539,Dennis,
02639,85950541,Dennis Port,
02641,85950543,East Dennis,
02642,85950571,North Eastham,
02643,1126026093,East Orleans,
02644,85950555,Forestdale,
02646,85950559,Harwich Port,
02647,1125847947,Hyannis,
02648,1125765179,Marstons Mills,
02649,85950561,Mashpee Neck,
02650,1125880439,North Chatham,
02651,85950571,North Eastham,
02652,1125962357,North Truro,
02653,85950577,Orleans,
02655,1125844541,Osterville,
02657,85950587,Provincetown,
02659,1125771491,South Chatham,
02660,85950509,South Dennis,
02663,1126046725,Wellfleet,
02664,85950511,South Yarmouth,
02666,1126055519,Truro,
02667,1126046725,Wellfleet,
02668,1125872753,West Barnstable,
02669,85950517,West Chatham,
02670,85950519,West Dennis,
02671,85950575,Northwest Harwich,
02672,1125921547,West Hyannisport,
02673,85950523,West Yarmouth,
02675,85950535,Yarmouth Port,
02702,1125880451,Assonet,
02703,85950363,Attleboro,
02715,1125970385,Dighton,
02717,1125841251,East Freetown,
02718,1125795417,East Taunton,
02720,85950371,Fall River,
02721,85950371,Fall River,
02723,85950371,Fall River,
02724,85950371,Fall River,
02725,85950687,Somerset,
02726,85950687,Somerset,
02738,85950457,Marion Center,
02740,85950367,New Bedford,
02744,85950367,New Bedford,
02745,85950367,New Bedford,
02746,85950367,New Bedford,
02747,1125960267,North Dartmouth,
02748,1125934881,Dartmouth,
02760,1125845009,North Attleboro,
02762,1125930021,Plainville,
02763,1126056403,Attleboro Falls,
02764,1125843513,North Dighton,
02766,85950679,Norton Center,
02767,85950683,Raynham Center,
02769,1125983767,Rehoboth,
02770,1125967477,Rochester,
02771,85950673,North Seekonk,
02777,1125765287,Swansea,
02780,85950365,Taunton,
02791,1125856199,Westport Point,
02802,1125887261,Albion,
02804,101720611,Ashaway,
02807,1125967049,Block Island,
02808,101720613,Bradford,
02812,101720635,Carolina,
02813,1126041675,Charlestown,
02814,101720589,Chepachet,
02815,101720587,Clayville,
02816,1126054031,Coventry,
02817,1125780349,West Greenwich,
02818,1125814971,East Greenwich,
02826,1125845431,Glendale,
02827,101720603,Greene,
02828,101720597,Greenville,
02830,101720595,Harrisville,
02832,101720615,Hope Valley,
02833,1125886433,Hopkinton,
02835,1126044913,Jamestown,
02838,1125764913,Manville,
02840,101720579,Newport,
02841,101720579,Newport,
02842,1126022457,Middletown,
02852,1126041691,North Kingstown,
02857,1126041701,North Scituate,
02858,1126017733,Oakland,
02859,101720593,Pascoag,
02860,101720569,Pawtucket,
02861,101720569,Pawtucket,
02863,101720575,Central Falls,
02864,101720599,Cumberland Hill,
02865,1125953993,Lincoln,
02871,1125843115,Portsmouth,
02872,1125958763,Prudence Island,
02873,1126047721,Rockville,
02874,1125849111,Saunderstown,
02875,1125815623,Shannock,
02876,1125853571,Slatersville,
02878,101720605,Tiverton,
02879,1125963661,Wakefield,
02881,101720617,Kingston,
02885,1125781751,Warren,
02886,101720577,Warwick,
02888,101720577,Warwick,
02889,101720577,Warwick,
02891,101720625,Westerly,
02892,1125814345,West Kingston,
02893,1125995665,West Warwick,
02895,101720563,Woonsocket,
02896,1125858379,North Smithfield,
02898,101720639,Wyoming,
02903,101720567,Providence,
02904,101720567,Providence,
02905,101720567,Providence,
02906,101720567,Providence,
02907,101720567,Providence,
02908,101720567,Providence,
02909,101720567,Providence,
02910,101720573,Cranston,
02911,1125873133,North Providence,
02912,101720567,Providence,
02914,101720571,East Providence,
02915,1125883975,Riverside,
02916,1126048111,Rumford,
02917,1125886897,Smithfield,
02919,1126025941,Johnston,
02920,101720573,Cranston,
02921,101720573,Cranston,
03031,85975255,Amherst,
03032,1125979415,Auburn,
03034,1126040213,Candia,
03038,85975115,Derry,
03042,85975117,Epping,
03043,1125830479,Francestown,
03044,1126044695,Fremont,
03045,85975257,Goffstown,
03048,85975269,Greenville,
03049,1125781985,Hollis,
03051,85975249,Hudson,
03052,1125877625,Litchfield,
03053,85975125,Londonderry,
03054,85975251,East Merrimack,
03055,85975247,Milford,
03057,1126047827,Mont Vernon,
03060,85975079,Nashua,
03062,85975079,Nashua,
03063,85975079,Nashua,
03064,85975079,Nashua,
03070,1125961897,New Boston,
03071,1125767629,New Ipswich,
03076,1125882039,Pelham,
03077,85975129,Raymond,
03079,1126030757,Salem,
03082,1126021951,Lyndeborough,
03084,1126050987,Temple,
03086,85975259,Wilton,
03087,1125778881,Windham,
03101,85975081,Manchester,
03102,85975081,Manchester,
03103,85975081,Manchester,
03104,85975081,Manchester,
03106,85975217,Hooksett,
03109,85975081,Manchester,
03215,1125776243,Waterville Valley,
03217,85975165,Ashland,
03218,1125853053,Barnstead,
